customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02141,Female,0,Yes,Yes,45,No,No,Fiber optic,No,Yes,No,No,No,No internet service,One year,Yes,Credit card,35.25,1582.22,No
CUST02142,Female,0,Yes,No,8,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Electronic check,115.69,924.92,No
CUST02143,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,39.04,1254.4,Yes
CUST02144,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,108.64,3467.9,No
CUST02145,Female,0,Yes,Yes,3,Yes,No phone service,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,103.03,317.83,Yes
CUST02146,Male,0,Yes,No,64,No,Yes,No,Yes,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,108.23,6914.84,No
CUST02147,Male,1,No,No,33,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Bank transfer,109.18,3585.53,No
CUST02148,Female,0,Yes,Yes,63,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,41.81,2646.08,No
CUST02149,Male,1,Yes,No,24,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,97.87,2335.94,Yes
CUST02150,Male,1,No,Yes,54,No,Yes,DSL,No,No internet service,No,No,No internet service,No,One year,No,Credit card,88.21,4772.6,No
CUST02151,Male,1,Yes,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,107.89,877.97,No
CUST02152,Male,0,No,Yes,16,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,69.03,1086.31,No
CUST02153,Male,0,Yes,Yes,20,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,61.35,1235.27,No
CUST02154,Female,1,No,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Two year,No,Electronic check,92.62,5470.43,Yes
CUST02155,Female,0,No,No,12,Yes,No phone service,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card,46.98,568.72,No
CUST02156,Female,1,No,Yes,2,No,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer,102.01,195.83,Yes
CUST02157,Male,0,No,Yes,67,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Electronic check,48.6,3238.03,No
CUST02158,Female,0,No,No,3,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,24.32,56.9,No
CUST02159,Male,1,Yes,No,6,No,No phone service,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,75.15,441.82,Yes
CUST02160,Male,1,Yes,No,25,No,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,103.6,2586.25,No
CUST02161,Male,1,Yes,No,23,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Bank transfer,89.05,2064.87,No
CUST02162,Male,0,No,Yes,9,Yes,Yes,No,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,118.93,1077.73,No
CUST02163,Female,1,Yes,Yes,12,No,No phone service,No,No,Yes,No internet service,No,Yes,No,One year,Yes,Credit card,34.07,389.88,No
CUST02164,Female,0,No,Yes,43,No,Yes,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer,54.46,2358.57,Yes
CUST02165,Male,0,No,No,38,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,One year,No,Mailed check,57.99,2212.43,No
CUST02166,Female,0,Yes,No,18,No,No,No,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,25.81,464.28,No
CUST02167,Male,1,No,Yes,50,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer,24.3,1213.52,No
CUST02168,Female,1,Yes,Yes,18,No,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,22.94,430.25,No
CUST02169,Female,1,No,Yes,51,No,No phone service,No,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,60.89,3107.39,No
CUST02170,Male,0,No,Yes,46,No,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,104.48,4806.19,Yes
CUST02171,Female,0,Yes,Yes,29,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,90.96,2648.82,No
CUST02172,Male,1,No,Yes,45,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,64.68,2914.32,No
CUST02173,Female,0,Yes,No,20,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Mailed check,46.4,917.95,No
CUST02174,Male,0,No,Yes,47,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,One year,No,Electronic check,21.56,1033.28,No
CUST02175,Male,1,Yes,Yes,61,No,Yes,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,37.54,2281.17,No
CUST02176,Female,1,No,Yes,57,No,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,58.72,3354.37,No
CUST02177,Female,1,Yes,Yes,17,No,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,57.05,969.44,No
CUST02178,Male,0,Yes,Yes,58,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,45.94,2649.39,No
CUST02179,Female,0,No,Yes,47,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,119.71,5644.73,Yes
CUST02180,Female,0,Yes,Yes,62,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,64.74,4007.31,Yes
CUST02181,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,46.78,520.86,Yes
CUST02182,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,60.71,2012.94,No
CUST02183,Female,1,Yes,No,60,No,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Two year,No,Bank transfer,47.94,2872.19,No
CUST02184,Male,0,Yes,No,52,No,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,55.21,2861.35,Yes
CUST02185,Male,0,Yes,No,24,No,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,32.59,764.52,No
CUST02186,Male,0,Yes,Yes,61,No,No,No,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,20.08,1242.94,No
CUST02187,Female,1,Yes,Yes,3,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,69.16,210.76,No
CUST02188,Female,1,No,Yes,12,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,No,Mailed check,68.91,835.58,Yes
CUST02189,Male,1,Yes,Yes,41,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,35.7,1462.45,No
CUST02190,Female,0,No,Yes,48,No,No,No,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card,103.27,4946.29,Yes
CUST02191,Male,1,Yes,Yes,55,No,No,No,No internet service,Yes,No,No,No,Yes,One year,No,Electronic check,39.18,2174.72,No
CUST02192,Female,1,Yes,Yes,46,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer,97.02,4481.62,No
CUST02193,Male,1,Yes,Yes,7,No,No phone service,No,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Credit card,39.03,287.61,No
CUST02194,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,48.13,2615.67,No
CUST02195,Female,1,Yes,Yes,17,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer,46.99,801.83,Yes
CUST02196,Male,0,No,No,34,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer,42.96,1455.35,No
CUST02197,Female,0,No,Yes,31,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,115.26,3566.79,No
CUST02198,Female,1,No,Yes,23,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,46.35,1083.4,Yes
CUST02199,Male,0,Yes,Yes,6,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,68.5,429.35,No
CUST02200,Male,1,No,No,12,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Credit card,93.52,1119.86,No
CUST02201,Female,0,Yes,Yes,68,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,51.91,3534.16,No
CUST02202,Male,1,No,Yes,41,No,No phone service,DSL,Yes,No internet service,No,No,No,No,One year,No,Credit card,21.17,880.18,No
CUST02203,Male,1,Yes,No,30,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,96.17,2893.2,No
CUST02204,Male,1,No,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,48.4,1224.79,Yes
CUST02205,Male,0,Yes,No,31,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card,107.32,3331.27,No
CUST02206,Male,1,Yes,No,51,No,No phone service,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,69.12,3528.42,Yes
CUST02207,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,No,Bank transfer,82.44,1561.39,No
CUST02208,Female,1,No,No,39,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Mailed check,115.1,4471.83,Yes
CUST02209,Male,0,No,Yes,58,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,No,Mailed check,107.0,6188.22,No
CUST02210,Male,0,Yes,No,13,Yes,No,No,No,No internet service,Yes,No internet service,No,Yes,One year,No,Credit card,99.26,1276.45,No
CUST02211,Male,1,No,No,43,Yes,No,No,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,73.07,3124.32,No
CUST02212,Female,1,No,Yes,47,Yes,No phone service,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,36.93,1737.12,No
CUST02213,Male,1,No,Yes,42,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,One year,No,Bank transfer,104.1,4368.34,Yes
CUST02214,Female,1,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,29.39,421.9,Yes
CUST02215,Female,1,No,No,34,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,108.75,3678.38,No
CUST02216,Female,0,No,Yes,52,Yes,No,No,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,96.63,5025.68,No
CUST02217,Male,1,No,No,33,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,100.35,3313.51,No
CUST02218,Female,1,Yes,No,2,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,57.72,96.93,No
CUST02219,Male,0,Yes,Yes,67,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,28.5,1916.3,Yes
CUST02220,Female,1,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,92.7,355.83,Yes
CUST02221,Male,1,Yes,Yes,9,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,117.81,1060.07,No
CUST02222,Female,0,Yes,Yes,51,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card,105.84,5384.19,Yes
CUST02223,Male,1,Yes,Yes,28,No,No phone service,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,104.14,2897.48,Yes
CUST02224,Female,1,No,Yes,30,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,83.23,2485.39,No
CUST02225,Male,1,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,31.63,2054.52,Yes
CUST02226,Male,0,No,No,68,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,106.33,7240.2,Yes
CUST02227,Male,1,No,Yes,36,No,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer,42.2,1509.82,No
CUST02228,Male,0,No,No,26,No,Yes,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,46.45,1215.1,No
CUST02229,Female,1,Yes,No,32,No,No,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,95.59,3073.39,No
CUST02230,Female,0,No,No,67,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,91.69,6134.02,No
CUST02231,Male,1,Yes,No,58,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,27.26,1581.97,No
CUST02232,Female,0,No,No,63,No,No phone service,No,Yes,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,45.2,2843.98,Yes
CUST02233,Male,0,Yes,No,43,Yes,No,No,No,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,101.77,4357.21,No
CUST02234,Male,0,No,Yes,48,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,114.96,5513.75,Yes
CUST02235,Female,0,No,Yes,52,No,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,46.63,2419.85,No
CUST02236,Male,0,No,Yes,48,No,No,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,96.07,4616.24,No
CUST02237,Male,0,No,No,65,No,No phone service,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer,70.56,4601.06,No
CUST02238,Female,1,No,Yes,62,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer,58.01,3603.49,No
CUST02239,Male,1,No,Yes,24,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Two year,No,Bank transfer,109.81,2629.66,No
CUST02240,Male,0,Yes,Yes,3,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,74.82,222.41,Yes
CUST02241,Male,0,No,No,50,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Mailed check,89.18,4474.49,Yes
CUST02242,Male,0,Yes,Yes,10,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Credit card,79.24,797.96,No
CUST02243,Female,0,No,No,16,No,Yes,No,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,84.36,1345.35,No
CUST02244,Female,1,Yes,Yes,65,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,71.73,4666.46,Yes
CUST02245,Female,0,Yes,Yes,69,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,73.34,5066.23,No
CUST02246,Male,1,Yes,Yes,68,No,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer,105.22,7154.25,No
CUST02247,Male,1,Yes,No,28,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,50.27,1422.18,No
CUST02248,Female,0,Yes,No,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Electronic check,93.64,6660.95,No
CUST02249,Male,0,Yes,No,19,No,Yes,No,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,46.86,891.32,No
CUST02250,Male,1,No,No,26,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,27.07,722.15,Yes
CUST02251,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,110.32,790.37,No
CUST02252,Male,0,No,Yes,60,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Electronic check,61.07,3682.84,No
CUST02253,Female,0,No,Yes,27,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Bank transfer,88.32,2373.46,Yes
CUST02254,Female,0,Yes,No,69,No,Yes,DSL,No,No internet service,No,No,No,No internet service,Two year,Yes,Mailed check,95.79,6593.64,No
CUST02255,Female,1,Yes,No,2,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card,99.7,204.16,Yes
CUST02256,Male,1,No,Yes,68,Yes,No,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.63,2907.94,No
CUST02257,Female,0,Yes,No,6,Yes,No,DSL,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card,85.57,505.7,No
CUST02258,Female,1,Yes,Yes,59,No,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,One year,No,Credit card,96.02,5666.69,No
CUST02259,Male,1,Yes,No,3,No,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer,31.98,101.85,No
CUST02260,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Two year,No,Credit card,34.13,135.05,Yes
CUST02261,Female,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,56.39,565.55,Yes
CUST02262,Female,1,Yes,No,14,No,Yes,No,No internet service,No,No,No internet service,No,No internet service,One year,No,Bank transfer,50.17,685.39,Yes
CUST02263,Female,1,Yes,Yes,63,No,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Bank transfer,99.72,6302.12,No
CUST02264,Female,0,No,Yes,12,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.27,1006.39,No
CUST02265,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,69.8,407.01,No
CUST02266,Female,0,No,No,5,No,Yes,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card,30.64,152.4,No
CUST02267,Female,0,No,Yes,55,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,One year,No,Electronic check,31.26,1712.0,Yes
CUST02268,Male,0,No,No,63,No,No,No,No internet service,No,No internet service,No,No,No,Two year,No,Mailed check,71.7,4512.76,No
CUST02269,Female,1,No,Yes,49,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,108.29,5308.72,No
CUST02270,Male,1,Yes,Yes,29,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer,97.51,2818.93,Yes
CUST02271,Male,1,No,No,21,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,108.16,2278.02,No
CUST02272,Male,1,No,Yes,24,Yes,No,No,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer,76.51,1833.51,No
CUST02273,Female,0,No,Yes,27,No,No,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,42.14,1121.15,No
CUST02274,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,23.18,896.32,No
CUST02275,Male,0,No,Yes,66,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,114.03,7525.08,No
CUST02276,Female,1,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card,67.52,287.0,No
CUST02277,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,105.9,6772.83,No
CUST02278,Male,1,No,Yes,14,No,No,DSL,No internet service,No,No,No internet service,Yes,No,Two year,Yes,Credit card,93.3,1307.91,No
CUST02279,Male,0,Yes,No,66,No,No phone service,No,Yes,No internet service,Yes,No,No,No internet service,One year,No,Electronic check,103.22,6827.46,Yes
CUST02280,Female,1,Yes,Yes,39,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.07,1600.22,Yes
CUST02281,Male,0,No,No,68,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,87.94,5985.25,No
CUST02282,Female,0,No,Yes,42,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer,92.27,3865.22,No
CUST02283,Female,0,No,No,0,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,Two year,Yes,Mailed check,75.26,-10.48,Yes
CUST02284,Female,0,Yes,Yes,21,No,Yes,No,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer,103.52,2175.63,No
CUST02285,Female,0,No,No,61,No,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,118.82,7252.55,No
CUST02286,Male,0,Yes,Yes,25,No,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,21.05,532.48,No
CUST02287,Male,1,Yes,Yes,17,No,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,One year,Yes,Bank transfer,65.5,1124.25,No
CUST02288,Male,0,Yes,Yes,47,No,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,95.39,4500.23,No
CUST02289,Male,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,92.57,730.17,No
CUST02290,Female,1,Yes,No,0,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,66.78,4.78,No
CUST02291,Female,0,No,No,8,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card,104.22,831.49,Yes
CUST02292,Male,1,No,Yes,22,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card,87.5,1908.57,Yes
CUST02293,Female,1,No,No,44,No,No phone service,No,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Mailed check,74.84,3291.1,No
CUST02294,Female,1,No,Yes,1,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,47.29,58.92,No
CUST02295,Female,0,No,Yes,13,No,No phone service,No,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,56.73,720.65,No
CUST02296,Male,0,Yes,No,37,No,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,118.91,4403.92,No
CUST02297,Male,1,Yes,No,39,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,No,Credit card,110.61,4310.19,Yes
CUST02298,Male,0,Yes,No,62,Yes,Yes,DSL,No,Yes,No,No,Yes,No internet service,One year,No,Credit card,89.56,5558.88,No
CUST02299,Female,0,Yes,Yes,15,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.89,1601.2,No
CUST02300,Male,1,Yes,Yes,5,No,Yes,No,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Credit card,33.6,169.67,No
CUST02301,Male,1,No,No,2,No,No,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Two year,No,Bank transfer,46.76,85.68,No
CUST02302,Male,0,No,Yes,13,No,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,108.52,1394.37,No
CUST02303,Male,1,Yes,No,65,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer,67.09,4352.4,No
CUST02304,Male,1,Yes,No,66,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,79.09,5214.53,No
CUST02305,Male,1,Yes,No,30,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,108.37,3256.75,No
CUST02306,Female,0,No,No,32,Yes,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer,60.4,1928.33,No
CUST02307,Female,0,No,No,0,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,68.18,-3.89,No
CUST02308,Male,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,31.22,1334.08,No
CUST02309,Male,1,Yes,Yes,14,No,No phone service,No,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,119.14,1662.48,No
CUST02310,Female,0,Yes,Yes,36,No,No phone service,No,Yes,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer,117.34,4214.88,No
CUST02311,Female,1,Yes,No,26,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.65,1300.27,Yes
CUST02312,Male,0,Yes,No,47,No,Yes,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card,105.25,4966.07,No
CUST02313,Male,0,No,No,26,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,93.71,2445.85,No
CUST02314,Male,1,Yes,Yes,11,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card,34.66,364.21,No
CUST02315,Male,0,Yes,No,66,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,22.39,1483.05,Yes
CUST02316,Female,1,Yes,No,29,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card,21.41,629.01,No
CUST02317,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,No,Mailed check,26.57,1738.18,No
CUST02318,Male,0,No,Yes,6,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Bank transfer,82.74,506.95,No
CUST02319,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,69.22,2284.6,No
